Fitur Kontras,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur Dissimilarity,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur Homogenitas,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur Entropi,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur ASM,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur Energy,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur Correlations,Derajat 0,Derajat 45,Derajat 90,Derajat 135
112_right,1768.8115340253746,2021.7069127258744,1334.463883121877,2109.939623221838,112_right,7.374486735870814,8.309388696655132,5.677047289504035,8.661653210303731,112_right,0.8610275800021998,0.8704279532625735,0.8640836432419808,0.8688471824573946,112_right,1.8777816793864375,1.8589980586198989,1.8576395473774818,1.8639815308928882,112_right,0.6187919856335383,0.6329649307389389,0.6185110370556619,0.6321915907007051,112_right,0.7866333234954761,0.7955909317852604,0.7864547266408041,0.7951047671223618,112_right,0.5918246250278545,0.5334662075599806,0.692056008539998,0.5131054219357959
1144_left,2359.311557093426,2710.2655594002313,1728.862376009227,2603.370396001539,1144_left,9.795401768550558,11.110003844675116,7.333640907343324,10.692379853902338,1144_left,0.8253454834243592,0.8354920518235636,0.8292193680425914,0.8352694968423282,1144_left,2.242107069460438,2.2241213419611197,2.214025936647071,2.2217681780264904,1144_left,0.5379604692898259,0.5539249982373028,0.5375033785988027,0.5536465690228568,1144_left,0.7334578851507603,0.7442613776337603,0.733146219112397,0.7440743034286675,1144_left,0.5239292862779376,0.453112912000769,0.6511439600124088,0.47468260078257596
1144_right,1358.8925797770096,1515.4834294502111,839.9176931949253,1549.3478508266053,1144_right,5.574840445982312,6.160984236831986,3.540053825451749,6.294932718185312,1144_right,0.919598179702234,0.9243655469300094,0.924102455776012,0.923531724844754,1144_right,1.2019136774966654,1.1904075517585202,1.175876245360902,1.1932970954805677,1144_right,0.7720164150629079,0.7795114829551998,0.7733828519211772,0.7788414614140806,1144_right,0.878644646636459,0.882899474999957,0.8794218850592571,0.8825199495841897,1144_right,0.6326855206393096,0.5903583438805706,0.772966653307981,0.5812046458680593
1164_left,935.084782775856,1122.1043598615925,623.9617070357556,1127.6986389850063,1164_left,3.8346174548250684,4.548342945021143,2.615824682814302,4.57033448673587,1164_left,0.9445894282893169,0.9469934764332782,0.9475164028076082,0.947224041587274,1164_left,0.8850552564650147,0.8791233673934811,0.8695133974877515,0.8781049220837598,1164_left,0.836796045054685,0.8417936673278443,0.8377213763197869,0.8421580990128749,1164_left,0.914765568358738,0.9174931429323296,0.9152712036985469,0.9176917232997555,1164_left,0.6643451995423755,0.5972132987942599,0.7760248630647559,0.5952051957030089
1167_right,1003.6477354863518,1120.8153787005,584.913464052288,1132.8794156093822,1167_right,4.108635140330642,4.549173394848135,2.469419454056134,4.597893118031526,1167_right,0.9432669920189292,0.9452896189503938,0.945573852353133,0.9448118043550126,1167_right,0.9229365795735209,0.9226686604681595,0.9067487331460368,0.9251386011614813,1167_right,0.8298723977602439,0.8321963119203704,0.8291659449586201,0.8315293250858329,1167_right,0.9109733243955302,0.9122479443223593,0.9105854956886915,0.9118822978245783,1167_right,0.6913935464958962,0.6619700884440548,0.8235942776314189,0.6583316610930265
119_left,1288.213640907343,1530.1324721261049,859.8696808919652,1545.8039830834296,119_left,5.289719338715875,6.2150865051903095,3.611041906958863,6.275155709342557,119_left,0.9208940698475477,0.9242055556201353,0.9253697689574173,0.9243002451348588,119_left,1.2075610164169899,1.197556152235878,1.179037936040139,1.200387006728614,119_left,0.769388768552479,0.7772355289369822,0.7729547654238211,0.7762489615903505,119_left,0.8771480881541491,0.8816096238908592,0.879178460509481,0.8810499200331106,119_left,0.6799888082070286,0.6184009312786093,0.785557475952258,0.6144926200077149
1285_left,1903.238077662438,2135.918062283736,1250.6176393694739,2107.9893271818537,1285_left,7.799430988081504,8.671649365628602,5.243490965013455,8.563475586312954,1285_left,0.8906029970129167,0.8965660852245777,0.895476414230548,0.8963420875174029,1285_left,1.5534792055000188,1.5437180151510275,1.5268701364794477,1.5435445318211551,1285_left,0.6968327650870979,0.7061289616672143,0.6969637586229883,0.7057882531502021,1285_left,0.83476509575275,0.8403147991480421,0.8348435533817029,0.8401120479734844,1285_left,0.5898478180363428,0.5492020402828237,0.7360498559522096,0.555096562654131
1415_left,939.3303191080356,1177.41693194925,652.6476893502501,1169.3148788927344,1415_left,3.8575317185697813,4.773948481353326,2.733594771241831,4.74014609765475,1415_left,0.9432352663199743,0.9436113872911709,0.9446301820221564,0.9442387756060265,1415_left,0.9296501862873651,0.9308815645489161,0.9155245072778065,0.9294543538409192,1415_left,0.8281849294352082,0.8312039608579257,0.8281798649293642,0.8315945141023896,1415_left,0.9100466633284297,0.9117038778342043,0.9100438807713418,0.9119180413295866,1415_left,0.7102769704670906,0.636842553031181,0.7987001356926711,0.6393415156529768
1415_right,910.3986774317575,1094.9680584390628,608.0666820453669,1097.0158554402162,1415_right,3.7520030757401024,4.454778931180312,2.5675663206459047,4.4629911572472105,1415_right,0.9414400068721255,0.9443826547792137,0.9437446250360896,0.944055713824352,1415_right,0.9329064453616704,0.9262342136719637,0.9171756433152044,0.927108602682152,1415_right,0.8279786572490603,0.8333670570911342,0.8284281427854103,0.8331461612448765,1415_right,0.9099333257162638,0.912889400251276,0.9101802803760419,0.9127684050430737,1415_right,0.6939610777351467,0.631916375950306,0.7955927697925739,0.6312279900785052
1435_left,908.1908189158021,1092.8382929642453,604.0093502499035,1092.9429603998465,1435_left,3.74163783160323,4.44481353325644,2.5506497500961167,4.4455824682814296,1435_left,0.9420431591456699,0.9449078736506071,0.944203623680936,0.9446739801278481,1435_left,0.9256317184369094,0.9189561466798083,0.9100185486295436,0.9194033376023281,1435_left,0.8296233322261968,0.8349620096136096,0.8299333450698657,0.8348789479573484,1435_left,0.9108366111582235,0.9137625564738411,0.9110067755345542,0.9137171049933062,1435_left,0.6941055852032075,0.6319131143685175,0.7965591780072655,0.6318778605613937
1444_left,2917.196370626683,3378.1328104575164,2239.0532871972323,3281.2660053825457,1444_left,12.035924644367558,13.780238369857747,9.384728950403693,13.395955401768541,1444_left,0.8071290099684142,0.818196789396678,0.8126189388842839,0.8194506029838013,1444_left,2.416310855294058,2.396661143722938,2.3886046170315733,2.3911850936504533,1444_left,0.5052596366612018,0.5236677750151103,0.5054432505405235,0.5248827407197508,1444_left,0.7108161764206001,0.7236489307772868,0.7109453217656921,0.7244879161999535,1444_left,0.4827458853587883,0.401016293038148,0.6029888363480655,0.4181919463474978
1452_left,2700.1088504421386,3039.483890811226,2088.9169396386014,3097.1359323337183,1452_left,11.147435601691658,12.414486735870815,8.761307189542483,12.641291810841976,1452_left,0.8198034157710972,0.8304949692256962,0.8229462129352343,0.8300398050751251,1452_left,2.300013344522601,2.279767177162303,2.2782028617120282,2.280115523267439,1452_left,0.5298224787704017,0.5468457739540924,0.5278629430818093,0.5472051440895844,1452_left,0.7278890566359696,0.7394902122097982,0.7265417696745379,0.7397331573544507,1452_left,0.5092301856221334,0.44754562592775454,0.6203199813409942,0.4370668329295148
1454_right,1770.9886043829292,1993.3046520569021,1166.567058823531,2030.726382160708,1454_right,7.302791234140723,8.135563244905807,4.936485966935794,8.284275278738948,1454_right,0.8833169165548624,0.8899872846379978,0.8882540158233148,0.8893692065331247,1454_right,1.6312088894480323,1.6153181091582287,1.601090197500768,1.6179638143845638,1454_right,0.6764004234020542,0.6875347296850455,0.6776904869493162,0.6867023262132198,1454_right,0.8224356652055249,0.8291771401124403,0.8232195861064752,0.8286750425910145,1454_right,0.5853570621607377,0.5333067004796167,0.7268711387231535,0.5245451342644949
1456_left,912.6988696655133,1092.7522952710506,603.6928565936182,1092.68641291811,1456_left,3.753971549404075,4.44456747404844,2.5473279507881585,4.443890811226449,1456_left,0.9431071690499819,0.9451592999747489,0.9450407897365746,0.945189766278786,1456_left,0.9151438635474393,0.9099766702614481,0.8987738221584207,0.9095122433204181,1456_left,0.8315552646551079,0.8365648969779318,0.8323385435554688,0.8367873338870493,1456_left,0.9118965208043662,0.9146392168379464,0.9123258976678612,0.9147608069255314,1456_left,0.6929842875102376,0.6324175084927892,0.7969284298993442,0.6324396701478552
1456_right,908.2927797001158,1092.9482506728193,604.0401384083043,1093.0189004229144,1456_right,3.741914648212227,4.445182622068434,2.550557477893119,4.445459438677427,1456_right,0.9420392747507458,0.9449069915168274,0.944236870013238,0.9447235923535546,1456_right,0.925516888284196,0.9187891099471194,0.9099754916174724,0.9190735743140424,1456_right,0.8295682504629205,0.8349341540037021,0.8298783466744005,0.8348797644888896,1456_right,0.9108063737496134,0.9137473140883655,0.9109765895314766,0.9137175518117673,1456_right,0.6938920769023957,0.6316604881775286,0.796429657519899,0.6316366781806285
1460_right,1138.0855978469826,1543.8314340638226,1080.8438446751252,1569.0371856978088,1460_right,4.724059976931946,6.2892887351018825,4.5068665897731615,6.388019992310652,1460_right,0.9163913006665482,0.9183226579978756,0.9153236435264867,0.9182208710979162,1460_right,1.275342301766367,1.2782902116139314,1.274906901360105,1.277746280865313,1460_right,0.7541159166741687,0.7598203584490689,0.7519715729953924,0.7600840620699961,1460_right,0.868398478046898,0.8716767511234133,0.8671629448929379,0.8718280002787224,1460_right,0.7150948717681946,0.6135218391282875,0.7294248821853699,0.6072121427675963
1468_left,967.7616147635529,1361.832772010765,957.7778854286819,1360.9991080353714,1468_left,4.014717416378317,5.537808535178778,3.982483660130719,5.534655901576316,1468_left,0.9301095839599328,0.9311273434350124,0.9285427008055867,0.93156031643618,1468_left,1.1080540507646,1.1123364850744901,1.1107568323787147,1.1110255111895198,1468_left,0.7916724114479378,0.7959893889922856,0.788869468091192,0.7961810753590324,1468_left,0.8897597492851302,0.892182374289184,0.8881832401544132,0.8922897933737852,1468_left,0.7453055931807083,0.6415949039948532,0.747933677401896,0.6418149619853223
1483_left,912.2649134948101,1096.9436678200702,607.9984621299499,1096.9581545559406,1483_left,3.7609227220299886,4.464252210688195,2.5699653979238763,4.464098423683194,1483_left,0.9410552793944427,0.9439209632627733,0.9431600903073344,0.9437897251987835,1483_left,0.9382075649402563,0.9317698227609713,0.9228334116429951,0.9315012983651106,1483_left,0.8268385025071687,0.8321384786645659,0.8270101984553011,0.8322791764501899,1483_left,0.9093066053357188,0.9122162455605392,0.9094010108061795,0.9122933609591762,1483_left,0.6929419456821352,0.6307811652573777,0.7953545926756301,0.6307762891858945
1483_right,1017.029081122645,1195.5086197616306,667.4581161091888,1193.8289580930414,1483_right,4.191126489811611,4.868681276432141,2.8224221453287206,4.861945405613225,1483_right,0.9345684332195316,0.9377380531729941,0.9370249324240427,0.9375542515585295,1483_right,1.0244893263758825,1.0168615045859404,1.0056117245874356,1.0154814330792437,1483_right,0.8084648825659433,0.8142532506572977,0.8092156341844091,0.8148004082657707,1483_right,0.8991467525192666,0.9023598232730099,0.8995641356703863,0.9026629538569592,1483_right,0.6746419291411319,0.6175444877235661,0.786473278820439,0.6180818287793248
1484_left,1040.9760553633223,1221.340130718955,660.7721645520952,1229.0797693194936,1484_left,4.292226066897349,4.9766089965397855,2.8050749711649394,5.006658977316414,1484_left,0.932429949964621,0.9354729771252911,0.9352382847205095,0.9358453069909745,1484_left,1.0489106131766737,1.0431178620335695,1.0294619783261616,1.040545968939297,1484_left,0.8026235488346909,0.8082540106051542,0.8036020522080571,0.8095070036204391,1484_left,0.8958925989395665,0.8990294826117519,0.896438537886484,0.8997260714353226,1484_left,0.6701263289128988,0.6129709703787128,0.7906086902288131,0.6105183654557729
1484_right,3850.72027681661,4696.557400999614,3807.1623375624754,5001.209673202619,1484_right,15.872971933871588,19.104975009611675,15.720215301806988,20.29673202614379,1484_right,0.7501143910663848,0.7614392250278867,0.745791028844085,0.7593037785841024,1484_right,3.003163307932265,2.9976621954798013,3.0013474330249634,3.003733395864364,1484_right,0.38853630867730327,0.4074914801201028,0.3838475237025478,0.4072357458706697,1484_right,0.6233268072827474,0.638350593420342,0.619554294394404,0.6381502533656707,1484_right,0.5348169412421616,0.4326365071211117,0.5400793801764072,0.39583373897780605
1490_right,4111.6548250672795,5476.659653979241,4503.9012226066925,5671.308665897733,1490_right,16.95666282199152,22.22071510957323,18.518615916955024,22.988050749711647,1490_right,0.7312361327308664,0.7382740552336456,0.7221148092116765,0.7373513254106895,1490_right,3.2495696713952467,3.2718474008273932,3.2670723257983774,3.2781347910621887,1490_right,0.34879964973694044,0.3636908668345552,0.34197980707446823,0.3633461900097278,1490_right,0.5905926258741642,0.6030678791268486,0.5847903958466386,0.6027820418772675,1490_right,0.6339742738337908,0.5124598395226314,0.5990567860111339,0.49513265913736004
188_right,1339.7745482506734,1659.9868050749712,969.9008073817765,1577.4963475586314,188_right,5.497977700884275,6.733194925028835,4.052226066897347,6.4040599769319435,188_right,0.9192596568078426,0.9210070265413588,0.921673893164351,0.922857867792328,188_right,1.2183370578820556,1.213882759475882,1.2010679949906369,1.208250152631651,188_right,0.7664823595928635,0.7730409889077945,0.7669525159710702,0.7742248482491504,188_right,0.8754897826890178,0.8792274955367322,0.8757582520142588,0.879900476331926,188_right,0.6328072757822709,0.5450465319580631,0.7341787689962482,0.5676547355972058
1968_left,937.0076124567478,1326.3697039600158,936.911557093426,1330.6148404459825,1968_left,3.8892733564013837,5.393587081891578,3.894102268358326,5.411795463283348,1968_left,0.9310080568830091,0.9329249300193375,0.9299039862964915,0.9322089791483571,1968_left,1.0916212021548728,1.0949168664294522,1.092452092965146,1.0965437657246115,1968_left,0.7940039004901702,0.799274507409314,0.7927819544755582,0.7985967021526783,1968_left,0.8910689650583563,0.8940215363229871,0.8903830380659541,0.8936423793401241,1968_left,0.7472039930612275,0.642157693888393,0.747229907911833,0.6410123952394858
1987_left,1006.4236370626685,1404.199723183392,977.0618685121109,1400.3998769703971,1987_left,4.1657362552864265,5.704036908881198,4.0559784698193,5.689319492502877,1987_left,0.9293383815872651,0.9303039702805835,0.9281451816490632,0.9298749145033834,1987_left,1.1148709440107756,1.116102486449627,1.1152955007961989,1.1192583903692275,1987_left,0.7887754380690242,0.7943875787873856,0.786818273810342,0.7925518594347752,1987_left,0.8881303046676339,0.891284230078927,0.8870277751064743,0.8902538174221862,1987_left,0.7270873188109641,0.6192226939761504,0.7350501893855754,0.6202537143089283
2052_left,1199.4508266051532,1417.6181161091904,786.0462898885049,1413.7300422914275,2052_left,4.953879277201075,5.78205305651672,3.3366243752402913,5.763936947327944,2052_left,0.9195733413756063,0.9233840580259498,0.9226227696773281,0.9236769070445303,2052_left,1.2069391055364294,1.1976081895274142,1.1849689380943762,1.195347925678234,2052_left,0.768419067400954,0.7758577771155654,0.7695419269287047,0.7765360701625866,2052_left,0.8765951559305778,0.8808278930163176,0.877235388552414,0.8812128404435484,2052_left,0.6322244074857525,0.5653299568047928,0.7589824996614587,0.5665221179341607
2052_right,1495.230234525183,1693.2857208765854,938.437554786621,1677.3477585544026,2052_right,6.1792233756247565,6.918108419838525,3.99920030757401,6.855793925413297,2052_right,0.8987665018563181,0.9052081268616621,0.9028555237328643,0.9050540788057561,2052_right,1.44735745316281,1.431260425086838,1.4213245394190404,1.4316328227621784,2052_right,0.716701827011496,0.7271254232948882,0.7169419799943859,0.7268770086210297,2052_right,0.846582439583704,0.8527164964364699,0.8467242644417283,0.8525708232287976,2052_right,0.5907971452907461,0.536594876948065,0.7431757882377215,0.540956653168138
2074_right,1050.842199154172,1203.610365244137,695.1297500961165,1235.1188927335647,2074_right,4.340853517877738,4.915032679738559,2.949173394848137,5.039846212995,2074_right,0.9290750932535343,0.9331736023557002,0.9314619470957197,0.9323428197762612,2074_right,1.0932325206350908,1.0827565028644663,1.0761475576689135,1.0849610026284933,2074_right,0.7932284697527834,0.8000439343635171,0.7930599336220759,0.7995815384051411,2074_right,0.8906337461340567,0.8944517507185712,0.8905391252618134,0.8941932332584166,2074_right,0.6634278699977724,0.6144980619839527,0.7773582933707053,0.6044062592195738
2095_right,1072.5036063052673,1510.4925028835073,1104.534379084968,1498.4678508266063,2095_right,4.457993079584775,6.1490965013456345,4.591926182237598,6.1000230680507475,2095_right,0.9202054875623693,0.9214527054264399,0.9179036322504636,0.9222198031633928,2095_right,1.2275007186896132,1.2303445569977938,1.2320678473001767,1.228350417494792,2095_right,0.7643074617886446,0.7698183339120301,0.7614724446472471,0.7704798999468013,2095_right,0.8742467968420843,0.877392918772445,0.8726238849855343,0.8777698445189385,2095_right,0.7186679322400328,0.6037778256811562,0.7102659929245698,0.6069323805154493
2096_right,1335.9513571703194,2263.3017608612095,1826.9776547481733,2327.6433217993076,2096_right,5.547604767397156,9.158585159554017,7.485982314494425,9.411903114186858,2096_right,0.9007669501642643,0.8986209503178484,0.8946933719183084,0.8982160570408471,2096_right,1.4909162549104527,1.5166062681614303,1.5181085526213132,1.5181211886630617,2096_right,0.7094603632914971,0.7135325679754377,0.7044876269603815,0.7133022358389647,2096_right,0.8422947009755535,0.8447085698484642,0.8393376120253289,0.8445722206176123,2096_right,0.7480717218499479,0.573195891178967,0.6554768050891014,0.5610638053772717
2097_right,2414.819930795849,3027.996678200692,1896.024267589389,2894.0688965782383,2097_right,9.837293348712029,12.204844290657439,7.807489427143403,11.678000768935016,2097_right,0.8759296464838056,0.877265957032934,0.8775770291444904,0.8784798732145759,2097_right,1.7412036087970861,1.742153536042752,1.7225895739894486,1.7363880199945398,2097_right,0.657113521505126,0.6639909838599031,0.6556552419359012,0.6653131100761087,2097_right,0.810625389131827,0.8148564191683729,0.8097254114426082,0.8156672790274897,2097_right,0.5762900616704821,0.4687006391571537,0.6673191589789447,0.492199920146257
2098_left,1295.6696039984627,1496.9744867358716,868.9977393310265,1452.5603998462134,2098_left,5.34000768935025,6.098731257208765,3.667143406382161,5.924306036139945,2098_left,0.9165559578673261,0.9213049518798886,0.9201141070036699,0.921379361581369,2098_left,1.2427203302724086,1.229961874106102,1.218382921734088,1.2298532599576384,2098_left,0.7614301932492472,0.7704092455493932,0.7636310226998431,0.7697505239533903,2098_left,0.8725996752516283,0.8777295970567435,0.8738598415649063,0.8773542750527806,2098_left,0.6387670994697695,0.5826432647686054,0.7577232861186016,0.5950259195611862
2098_right,1211.1994463667825,1476.5101730103806,930.0359861591696,1464.5032833525574,2098_right,4.995555555555554,6.011103421760863,3.8970857362552884,5.960630526720491,2098_right,0.9208141035702553,0.9238124101166939,0.9229964654657591,0.9247633494733429,2098_right,1.2069209114250752,1.2001392643810407,1.1930816264516888,1.1983138940621294,2098_right,0.7701808670577565,0.7774639326163406,0.7702674753344357,0.7779769851036208,2098_right,0.8775994912588295,0.8817391522532844,0.8776488337224836,0.8820300363953717,2098_right,0.6835028368226608,0.6141747896582557,0.7569733439400216,0.6173122964715917
2099_left,1588.3506651287967,1724.5991541714727,1033.2434294502123,1697.283137254902,2099_left,6.4716032295271075,6.979592464436753,4.297485582468279,6.872772010765094,2099_left,0.9175541016508212,0.9223658040949605,0.922218489074367,0.9224393166492224,2099_left,1.221895140203117,1.2031739351903177,1.192742133938762,1.2035663918382136,2099_left,0.7680036978650006,0.7773780930973078,0.771006088599585,0.7769524363282037,2099_left,0.876358201801638,0.8816904746549709,0.8780695237847542,0.8814490548682911,2099_left,0.5637846193261735,0.5263661274157835,0.7162360391810545,0.53386803929164
2100_right,924.1077431757021,1112.6906574394468,609.9333179546327,1104.8797231833917,2100_right,3.8074894271434063,4.525551710880427,2.577070357554787,4.495255670895806,2100_right,0.9408904276853987,0.943865012560756,0.9432555603150761,0.9436713893769729,2100_right,0.9396407975060882,0.9326357986482342,0.9234379514942556,0.9332027975729371,2100_right,0.8265592158459147,0.8321085638105948,0.8269811250840886,0.8318881364796109,2100_right,0.9091530211388591,0.9121998486135562,0.9093850257641637,0.9120790187695422,2100_right,0.6909213443134448,0.6278475803973591,0.79600065970228,0.6304600388226302
2101_left,1124.0333102652833,1344.2812764321416,723.4825067281818,1338.4087966166862,2101_left,4.63347943098808,5.473771626297576,3.0634371395617075,5.448366013071894,2101_left,0.9265387649368997,0.9293537133197464,0.929813513917923,0.9298874898700368,2101_left,1.1375821871813723,1.13380442655041,1.115576727669211,1.1314572688495905,2101_left,0.7836416026072248,0.7892474038243654,0.7850605343433256,0.7898457583743631,2101_left,0.8852353374144216,0.8883959724269158,0.8860364181811747,0.8887326698025471,2101_left,0.6890043986970914,0.6280667428568372,0.7998281982118377,0.6296915297102753
2101_right,1918.3435294117658,2166.8129334871205,1433.8125182622077,2277.3514955786254,2101_right,7.920953479430995,8.849165705497882,6.026066897347176,9.28382929642445,2101_right,0.8711832151983228,0.8777847221130233,0.8740538860345771,0.8770128512348797,2101_right,1.7740076893096004,1.7552325967779263,1.7509466195304477,1.7609108812820404,2101_right,0.643240737296645,0.6561665622647428,0.6435341543880219,0.65513475422238,2101_right,0.8020229032244933,0.8100410867756912,0.8022058055063064,0.8094039499671224,2101_right,0.569678675020978,0.5139421198054299,0.6783682326921515,0.4891461910292963
2102_left,1293.1740099961555,1511.5322414455984,860.2214532871976,1518.646459054211,2102_left,5.324290657439444,6.1548327566320635,3.6281122645136477,6.1813456362937345,2102_left,0.9179198205595133,0.921767115985642,0.9212997564762869,0.9221729505027602,2102_left,1.2388374625161798,1.2273807190589674,1.2137956449190745,1.2268003911635288,2102_left,0.763674994549312,0.7720798978182615,0.7654844039667114,0.7721672677574545,2102_left,0.8738850007577152,0.8786807712805951,0.8749196557208618,0.8787304864163156,2102_left,0.6663074495455444,0.6079737429644954,0.7768956643416992,0.6061286218189663
