Fitur Kontras,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur Dissimilarity,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur Homogenitas,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur Entropi,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur ASM,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur Energy,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur Correlations,Derajat 0,Derajat 45,Derajat 90,Derajat 135
1415_right,218.6459976931939,280.64944252210427,175.24748942714302,285.78229911572197,1415_right,2.6993310265282946,3.289596309111934,2.2682352941176784,3.2329719338716325,1415_right,0.6618860179762546,0.6458810226256221,0.6782198981483658,0.6471562218948663,1415_right,7.30538722922178,7.418443098141055,7.186179649686138,7.403703053384153,1415_right,0.1726823271030677,0.17165013876158303,0.17341512543381932,0.1715019407110003,1415_right,0.4155506312148589,0.4143068171797117,0.41643141744328,0.4141279279534288,1415_right,0.9725351086605393,0.9647466382889573,0.9779865476367711,0.9641018821530482
1435_left,190.19149557862434,268.46049980776644,209.2990080738177,292.59607843137354,1435_left,4.63464821222607,5.163552479815453,4.688196847366396,5.272556708958089,1435_left,0.5153885512656629,0.5109876054228245,0.5143328645316314,0.5093902563331374,1435_left,7.510721236641349,7.554557605448046,7.509441135577519,7.560233597400782,1435_left,0.10618743951583998,0.10520859226503393,0.10611469122646908,0.10514964601938659,1435_left,0.3258641427279779,0.3243587400780715,0.325752499954289,0.3242678615271433,1435_left,0.987333494157572,0.9821208804372089,0.9860609587168133,0.9805134823423773
1444_left,87.72902729719364,127.67384851979953,90.8134102268357,122.8091349480967,1444_left,3.206612841214907,3.5978777393310466,3.188927335640144,3.6129488658208473,1444_left,0.5482596366792403,0.5423360553029593,0.5504931404692087,0.542672643690835,1444_left,8.002216953528297,8.05041804059951,7.984224524958229,8.060764960387555,1444_left,0.10607943929529957,0.10517051635272923,0.10617489839548004,0.10518728700004625,1444_left,0.32569838700137826,0.32430004063016893,0.3258448992933295,0.3243258962834239,1444_left,0.9881892714896068,0.9828116051300082,0.9877740291174245,0.9834665287402012
1452_left,161.80201460976474,209.43058823529418,112.27524798154585,212.00166089965376,1452_left,3.4682660515186585,3.9944636678200824,3.1708419838523745,3.9856670511342114,1452_left,0.5826998373246083,0.5756235222465628,0.587106020944933,0.5740346939665247,1452_left,7.5991740448804475,7.656444698652494,7.54318141651907,7.650890809075106,1452_left,0.12752049803102672,0.12727458415500148,0.12882555111075056,0.12727599159285882,1452_left,0.3571001232582071,0.35675563647264424,0.35892276482657176,0.35675760901886705,1452_left,0.9800376374293981,0.97416155681889,0.9861480711100478,0.9738443514120184
1454_right,83.51083429450249,104.86991157247209,83.97914648212274,120.57605536332159,1454_right,3.785620915032702,4.103744713571689,3.757108804306044,4.216993464052297,1454_right,0.5238114691551005,0.5186189433123486,0.5266163132878592,0.5178884114735041,1454_right,8.08579970823444,8.132354808079677,8.07640832270337,8.143289368610464,1454_right,0.1071515774919326,0.10622177511059909,0.10726838856672549,0.10630043577419208,1454_right,0.32734015563620145,0.32591682238049496,0.32751853163863187,0.3260374760272078,1454_right,0.9850919169459835,0.9812789638039495,0.9850083153744362,0.9784751539980676
1456_left,95.90403690888104,155.13074971164872,114.21356401384116,133.25081122645096,1456_left,3.2179623221837894,3.709480968858129,3.247474048442903,3.6138715878508316,1456_left,0.557763755881306,0.5436784871821637,0.5566462460762162,0.546824704190813,1456_left,7.527169675513144,7.598143858057064,7.509490280129617,7.5878249721591775,1456_left,0.05028363532731695,0.049554304742756364,0.050513776722968015,0.049855661760825724,1456_left,0.22424012871766943,0.22260796199317842,0.22475270125844543,0.22328381437270756,1456_left,0.9806563615551215,0.9687182778115119,0.9769691245205798,0.9731353707234868
1456_right,88.20942714340684,116.05560938100705,60.75118800461341,85.16043060361443,1456_right,2.4793540945790133,2.8907035755478607,2.3268589004229248,2.6718185313341167,1456_right,0.6090978607863081,0.5907404324903491,0.6106583253368673,0.597095808852765,1456_right,7.589486049871074,7.69626469642824,7.5704880068678015,7.658810719358457,1456_right,0.04981633876066654,0.0491049279984438,0.05005403706408724,0.049325773351006116,1456_right,0.2231957409106781,0.2215963176554245,0.22372759566957143,0.22209406419579547,1456_right,0.9738599443490957,0.9656156467591523,0.9820009535145,0.9747467035011603
1460_right,200.43707804690527,277.5405151864673,196.6952556708961,257.4475201845457,1460_right,4.74093041138026,5.321399461745492,4.767873894655908,5.216808919646314,1460_right,0.4473673656531835,0.438474848543887,0.4444185998175615,0.439367287286415,1460_right,8.254228835635166,8.305405199464007,8.265467501414825,8.303787445295937,1460_right,0.04267561422047917,0.04206841889841852,0.0427868038214977,0.042024612365545375,1460_right,0.20658076924166774,0.2051058724132942,0.20684971312887457,0.20499905454793046,1460_right,0.9783461608410572,0.9700372328869518,0.9787662677041971,0.9722260175813342
1468_left,171.50834294502135,216.84776624375363,144.44545943867777,222.33713187235762,1468_left,3.665482506728194,3.9965859284890413,3.423452518262211,4.019746251441756,1468_left,0.6217174983421092,0.6173003473986788,0.6229086447076043,0.6180387036409934,1468_left,6.014586258590407,6.04022928465725,5.990865019912182,6.042920285595952,1468_left,0.21583064650998549,0.21488439240755744,0.2167062613512888,0.2148820093889303,1468_left,0.46457577047235843,0.4635562451392036,0.46551719769659294,0.4635536747658574,1468_left,0.9835171333348199,0.9791597728934759,0.9861180208062442,0.9786322155736449
1483_left,88.18103806228368,135.4322798923481,67.69876201461012,87.79115724721282,1483_left,1.8447366397539509,2.2447366397539534,1.521107266435998,1.9555555555555648,1483_left,0.7413909022662452,0.7323158586130081,0.756895469714684,0.734813183167206,1483_left,5.3583509013243935,5.428992404072786,5.276154320273593,5.390739347430756,1483_left,0.2994025520897309,0.29848760561585674,0.30039791125200865,0.2982896556658108,1483_left,0.5471768928689614,0.5463401922024927,0.5480856787510586,0.5461590021832569,1483_left,0.9861714801832961,0.9787615568214344,0.9893835036119203,0.9862326211575444
1483_right,115.92455209534798,122.71941560938075,81.07626297577899,161.88072279892253,1483_right,1.9435909265667166,2.149111880046137,1.547128027681665,2.3132333717800884,1483_right,0.7477722750732652,0.7354782583442753,0.7625176812899396,0.7367607378336304,1483_right,5.32767775469441,5.384337180939099,5.243224300434433,5.400407060142396,1483_right,0.29840419050372635,0.29731332777843533,0.29958953887696743,0.2974693374520579,1483_right,0.5462638469674946,0.5452644567349272,0.5473477312248288,0.5454074966958723,1483_right,0.9877716086601114,0.9870548472092463,0.9914476074815618,0.9829238863296091
1484_left,180.74512879661592,219.07352556708878,121.23706266820464,209.7031603229531,1484_left,3.2492118415993962,3.594648212226093,2.853025759323359,3.504744329104195,1484_left,0.6044609481169629,0.5984022740740726,0.6109436845316778,0.6002321008154239,1484_left,7.090977001999041,7.138764708952098,7.0466839374116015,7.116642453628732,1484_left,0.15782268701255148,0.15704274601745022,0.15868834832845322,0.15712279992863482,1484_left,0.39726903606064173,0.3962861920600442,0.3983570613513123,0.3963871843647759,1484_left,0.9752751848305781,0.9700325410452277,0.9834157655978657,0.9713143300478836
1484_right,274.4115340253756,327.5325490196077,198.0286351403307,342.7912956555182,1484_right,3.5853287197231927,3.922921953094972,3.1542945021145683,3.961122645136491,1484_right,0.6021434665289622,0.5975744396719863,0.6066831772443404,0.5982496406797925,1484_right,6.532364426569403,6.558632730178942,6.498467886500675,6.555275806429873,1484_right,0.15760256772858633,0.1568529953212033,0.15862419922187088,0.15680518145728414,1484_right,0.39699189881984537,0.396046708509493,0.39827653611764635,0.39598633998824273,1484_right,0.9807059008435506,0.9769709888979985,0.9860764872046721,0.9758981372173553
1490_right,103.45823913879298,124.31424836601312,55.85713187235684,112.16110726643592,1490_right,2.466159169550178,2.7151403306420656,2.006397539407927,2.6053671664744478,1490_right,0.6950746231296593,0.6912627100138564,0.7091720560028119,0.6935993959902429,1490_right,5.678981990351372,5.721446101597999,5.589226038757456,5.702537237256947,1490_right,0.2831804315052869,0.2824337775625587,0.28447229520601086,0.28224447492395266,1490_right,0.5321470017817321,0.5314449901566094,0.5333594427832049,0.5312668584844651,1490_right,0.9876291025912921,0.9851352697882915,0.9933209490738522,0.9865884673585179
188_right,219.26123798538995,230.31852364475168,77.61061130334495,233.37817762399152,188_right,1.9350403690888205,2.131764705882361,1.0388004613610184,2.0999615532487566,188_right,0.8440717594251627,0.811758426303432,0.8774322465572899,0.8280950222267822,188_right,5.981004639454708,6.107785259564204,5.7941552883982395,6.059802787975672,188_right,0.11099156072376858,0.11028771207241292,0.11358958268941306,0.11054698702965367,188_right,0.33315395948985593,0.3320959380546726,0.3370305367313369,0.33248607042950484,188_right,0.9898605795681312,0.9893494323308062,0.9964110699632276,0.9892079454402398
1968_left,87.79955401768497,98.4928565936172,56.689888504421525,103.06869665513265,1968_left,2.969780853517892,3.1741945405613436,2.4250365244136995,3.203906189926962,1968_left,0.6476270892411866,0.6436640268371673,0.662388962420698,0.6440407619685333,1968_left,6.5897399087175685,6.626688764342016,6.46814814788298,6.630005584172926,1968_left,0.24341484417092712,0.24257563315561503,0.2446952011034115,0.24259061015334216,1968_left,0.49337089919342336,0.49251967793745566,0.4946667576292261,0.4925348821691131,1968_left,0.9883857259619824,0.9869711977462322,0.9925009653221886,0.9863658978557808
1987_left,71.5858362168397,93.05616301422482,66.3681045751638,91.51741637831586,1987_left,3.801568627451004,4.237524029219565,3.8193925413302736,4.196386005382539,1987_left,0.4609965811273306,0.4487170573745347,0.45873612822464177,0.4492377571310001,1987_left,8.962692586508147,9.047977542830811,8.977374764155394,9.035736100561396,1987_left,0.04246738082135327,0.04186511141354115,0.04263392191894965,0.04192118590415866,1987_left,0.20607615296621118,0.2046096562079638,0.2064798341701912,0.20474663832199702,1987_left,0.9872711438860717,0.9834613709948309,0.9882047764832195,0.9837442829886606
2052_left,164.60425990003827,202.0625297962329,136.89070357554743,207.239031141869,2052_left,4.358231449442518,4.684352172241424,4.017839292579769,4.69942329873126,2052_left,0.6017056689737148,0.5980554322300755,0.6059777203055181,0.597550879751654,2052_left,5.820734806734787,5.850626215272077,5.776300805997511,5.8498305074275585,2052_left,0.21517640454437348,0.2140525895387291,0.2156751023953316,0.21398284568337297,2052_left,0.4638711076844229,0.46265817785783175,0.46440833583747354,0.462582798732695,2052_left,0.9823057554514067,0.978279153780752,0.9852848426464439,0.9777227023209205
2052_right,89.40109188773592,110.17101114955845,71.27836985774758,106.2369857747022,2052_right,3.393740868896602,3.619377162629774,3.1167397154940533,3.6072587466359236,2052_right,0.6165597550097067,0.613539562988925,0.6197786152561274,0.6126854828584793,2052_right,6.190354492817669,6.21563291238974,6.150041382624135,6.215267559734245,2052_right,0.21190112400208067,0.21080611346211303,0.21235538101528692,0.21090482769100288,2052_right,0.4603271923339753,0.4591362689465003,0.46082033485436263,0.4592437562896233,2052_right,0.980497947714163,0.9759671747351779,0.9844512581841777,0.9768253473473268
2074_right,153.28027681660788,194.66162245290207,121.70777393310202,170.61419454056133,2074_right,4.151726259131115,4.602599000384492,3.9721645520953563,4.5338254517493395,2074_right,0.47412624295610595,0.4637568150798173,0.4777923353485872,0.46703696576138354,2074_right,8.945434160669167,9.014433962651607,8.928314172995991,9.029142442193823,2074_right,0.05252062476783765,0.05179733095882887,0.05259571374154295,0.05176429590192516,2074_right,0.2291737872616274,0.22759026991246545,0.22933755414572413,0.227517682613737,2074_right,0.9724475910076351,0.9650160530919115,0.9781270789386981,0.9693377777891612
2095_right,189.35772395232624,241.3367474048438,136.59564782775803,230.74943483275624,2095_right,2.2222222222222316,2.5682122260669105,1.8602691272587522,2.5475124951941726,2095_right,0.6797138712490977,0.6728384827973338,0.6897310598925109,0.6671482490273721,2095_right,7.654913907763649,7.696483203403775,7.620981369617358,7.728204440056868,2095_right,0.09923481806379439,0.0990224458371599,0.1003543694858438,0.09901997306510182,2095_right,0.31501558384275913,0.3146783212062119,0.3167875778591133,0.31467439213431686,2095_right,0.9863448161989868,0.9825962312144225,0.9901495354624855,0.9833597251375263
2096_right,141.30451364859672,169.7445290272974,101.90305267204921,157.5894809688582,2096_right,3.559861591695508,3.8110880430603666,3.2541330257593195,3.800415224913492,2096_right,0.5645194139113178,0.5604375129935846,0.5701144504766757,0.5601920657796441,2096_right,6.774753759827114,6.805506330677817,6.758916228207066,6.822470199456668,2096_right,0.0990590473808539,0.09878455608340388,0.09997651120787097,0.09876751747656866,2096_right,0.3147364729116311,0.31430010512789186,0.31619062479439675,0.3142729983256097,2096_right,0.9782978925216532,0.9739310730026243,0.9843499919782974,0.9757978139356067
2097_right,216.4850442137619,301.815378700498,176.14599000384462,262.80902729718974,2097_right,2.187712418300671,2.600891964629011,1.8319261822376123,2.6163936947328152,2097_right,0.7155854971601228,0.7097507563565334,0.7257165326921737,0.6924193912086377,2097_right,7.427115714426551,7.462200771183121,7.3609306918807,7.558057259300735,2097_right,0.1049055548829961,0.10444189185214156,0.10592563017713737,0.10447599922012663,2097_right,0.32389127015558183,0.32317470794005765,0.3254621793344618,0.32322747287340325,2097_right,0.9884526255748161,0.9839010850596959,0.9906043246624568,0.9859816945239226
2098_left,176.41122645136412,236.486997308726,144.48672049211817,215.68733564013752,2098_left,2.1188465974625235,2.525536332179956,1.9131872356786048,2.665544021530202,2098_left,0.6874700185020494,0.6708955283321467,0.6835491194824779,0.6461124390720746,2098_left,7.631821012407455,7.737888997037168,7.672814661930221,7.859500451589585,2098_left,0.09902534360767698,0.09866216326758066,0.09999163152728202,0.09863678705185552,2098_left,0.31468292551023,0.3141053378527348,0.3162145340228403,0.31406494081934,2098_left,0.9879816071439573,0.9838889100789588,0.9901565896952638,0.9853059233747572
2098_right,148.10857362552852,184.9070049980778,85.05279507881586,148.28573625528648,2098_right,2.3371318723568075,2.829988465974645,2.063729334871209,2.5921414840446153,2098_right,0.6329977255375173,0.6078664907121669,0.6336180847843257,0.618667319344472,2098_right,7.626811216896376,7.809361827027122,7.675033347282474,7.758700230090051,2098_right,0.09820237311500425,0.0978419358715284,0.09914550784226513,0.09781488721473315,2098_right,0.3133725787541154,0.31279695630157334,0.31487379669046,0.3127537165482341,2098_right,0.9791629937515043,0.9739865837769075,0.9880344513754596,0.9791386022547033
2099_left,221.46752787389343,299.1413148788908,183.57785467128025,280.5699038831195,2099_left,2.063298731257226,2.5007304882737533,1.7429911572472305,2.4041214917339593,2099_left,0.7652860610595577,0.7602982680615719,0.7707787416086606,0.7538169815431037,2099_left,5.555386184018429,5.620551944849995,5.523800679032741,5.609353246259493,2099_left,0.31447085235161526,0.31327491319178835,0.3156111261734869,0.3133349484220794,2099_left,0.5607770076880964,0.5597096686602692,0.5617927786768774,0.5597632967800581,2099_left,0.9849958987032669,0.9797336131686242,0.9875628686798128,0.9809917991179543
2100_right,173.04504421376404,200.1899577085734,108.44321414840445,213.68436755094208,2100_right,1.9247366397539443,2.1465590157631746,1.4693425605536348,2.1858977316416834,2100_right,0.7727322956029892,0.7703430906597305,0.7934753713215668,0.7673853341045268,2100_right,5.063630598659329,5.092724902208428,4.9872274548471145,5.095636452777048,2100_right,0.3174771651573988,0.3165695777553394,0.31881014113253997,0.31644470968416166,2100_right,0.5634511204686693,0.5626451614964261,0.5646327489019212,0.5625341853471322,2100_right,0.98778516838289,0.9858690745178121,0.9923452554977267,0.984916536727749
2101_left,205.14211457131827,285.58948096885746,193.24616685890047,281.31653979238774,2101_left,4.30102268358324,4.888181468665891,4.298131487889276,4.870711264898119,2101_left,0.4939598252469335,0.485543938565905,0.4897481171378813,0.4838949253645411,2101_left,7.0628877807733135,7.110371054582753,7.06745162906136,7.11096553032607,2101_left,0.0540695391016468,0.05318264110704174,0.054014244484384126,0.05317959918707515,2101_left,0.23252857695699855,0.23061361865042085,0.23240964800193673,0.2306070232821957,2101_left,0.9712842397469011,0.9600232303179383,0.9729494325972674,0.960621355937612
2101_right,158.48255286428304,223.550049980777,155.8720799692428,211.63051134179167,2101_right,4.655071126489811,5.15635524798154,4.668942714340638,5.089396386005376,2101_right,0.4729062842813061,0.46842202999064525,0.4713230656846495,0.4702826696316789,2101_right,6.552435969444199,6.590486633419217,6.555539777541129,6.588265039430678,2101_right,0.05656689307531292,0.055724451054743225,0.0564976419769346,0.05569812078015123,2101_right,0.23783795549767267,0.23606026996244672,0.23769232628954304,0.23600449313551475,2101_right,0.9762083234359367,0.9664402775643232,0.9766002121686431,0.9682296594424309
2102_left,301.99870818916105,324.0192541330294,265.2086428296845,314.49365628604653,2102_left,8.877539407920004,9.094133025759206,8.597093425605483,9.01499423298727,2102_left,0.5308413589105946,0.5296380931934485,0.5329700992026727,0.5296117877551314,2102_left,7.9968923491693715,8.018317012470991,7.986186166938059,8.015882790400866,2102_left,0.20329850042888598,0.2021390716402957,0.2035774354080537,0.20198830964519754,2102_left,0.4508863497921466,0.44959878963393096,0.4511955622654701,0.4494310955476908,2102_left,0.9545206209184417,0.9512044452878599,0.9600610066338368,0.9526389490248428
